Pattern,Count
NN ,0.1912672045562411
NN NN ,0.1589938300901756
JJ NN ,0.15282392026578073
NNS ,0.10488846701471286
NN NNS ,0.10156620787850024
JJ NNS ,0.08732795443758899
JJ NN NN ,0.036544850498338874
JJ ,0.018035121025154248
NN NN NN ,0.015187470336971999
JJ NN NNS ,0.012339819648789748
JJ JJ NN ,0.009017560512577124
NN NN NNS ,0.00854295206454675
NNS NN ,0.006644518272425249
JJ JJ NNS ,0.006169909824394874
CD NN ,0.004271476032273375
VBZ ,0.004271476032273375
VBG NN ,0.004271476032273375
VB ,0.0033222591362126247
VBG NNS ,0.0033222591362126247
VBN NN ,0.0033222591362126247
VBG ,0.0028476506881822496
NN VBZ ,0.0023730422401518746
NNS NNS ,0.0023730422401518746
JJ NNS NN ,0.0023730422401518746
NN VBG ,0.0023730422401518746
CD ,0.0018984337921214998
JJS NN ,0.0018984337921214998
JJ JJ ,0.0018984337921214998
VB NN NN ,0.0018984337921214998
VB NNS ,0.0018984337921214998
JJ NN NN NN ,0.0014238253440911248
VB NN ,0.0014238253440911248
VBD NN ,0.0014238253440911248
JJ NN JJ ,0.0014238253440911248
JJ VB ,0.0014238253440911248
JJ NN VB ,0.0009492168960607499
RB JJ NN ,0.0009492168960607499
JJS NN NNS ,0.0009492168960607499
JJ NN NN NNS ,0.0009492168960607499
JJS ,0.0009492168960607499
JJ NN VBZ ,0.0009492168960607499
JJ VBG NN ,0.0009492168960607499
RB ,0.0009492168960607499
RB NN ,0.0009492168960607499
VBN NNS ,0.0009492168960607499
IN NN NN ,0.0009492168960607499
NN NN JJ ,0.0009492168960607499
JJ VBG ,0.0009492168960607499
NN NN NN NN ,0.0009492168960607499
CD NN VB ,0.0009492168960607499
JJ JJ NN NN ,0.0009492168960607499
NN VB ,0.0009492168960607499
JJ RB ,0.0009492168960607499
NN VB NN ,0.0009492168960607499
NN JJ NNS ,0.0009492168960607499
NN JJ NN NNS ,0.00047460844803037496
JJR JJ NN NNS ,0.00047460844803037496
VBG VB ,0.00047460844803037496
NN VBG NNS ,0.00047460844803037496
NN NN VBZ ,0.00047460844803037496
JJ VBZ ,0.00047460844803037496
VBD JJ NN ,0.00047460844803037496
NN JJ ,0.00047460844803037496
JJ NN VBP ,0.00047460844803037496
JJS NNS ,0.00047460844803037496
JJ JJ VBZ ,0.00047460844803037496
VBD ,0.00047460844803037496
JJ VBD ,0.00047460844803037496
JJ VBZ NN NN ,0.00047460844803037496
JJ VBP ,0.00047460844803037496
IN NN NNS ,0.00047460844803037496
NN IN ,0.00047460844803037496
JJ JJ JJ NN ,0.00047460844803037496
NNS NN NNS ,0.00047460844803037496
CD NN NNS ,0.00047460844803037496
JJR JJ NN ,0.00047460844803037496
VBG NN NN ,0.00047460844803037496
NN VBD ,0.00047460844803037496
VBD NNS ,0.00047460844803037496
VBP NN ,0.00047460844803037496
JJ CD ,0.00047460844803037496
VBG JJ NN ,0.00047460844803037496
JJ NNS NN NNS ,0.00047460844803037496
JJS JJ NN ,0.00047460844803037496
FW ,0.00047460844803037496
JJ FW ,0.00047460844803037496
JJ NNS VBZ ,0.00047460844803037496
JJ NNS NNS ,0.00047460844803037496
VBG JJ ,0.00047460844803037496
VBP NNS ,0.00047460844803037496
JJ JJ NN NNS ,0.00047460844803037496
JJ JJS NN ,0.00047460844803037496
JJ VBG NNS ,0.00047460844803037496
JJ JJ NN NN NN ,0.00047460844803037496
VB NN NNS ,0.00047460844803037496
VBG NN NNS ,0.00047460844803037496
JJ VB NN ,0.00047460844803037496
