Pattern,Count
NN NN ,0.1664670658682635
JJ NN ,0.15671514114627888
NN ,0.15320786997433705
JJ NNS ,0.08622754491017964
NN NNS ,0.06261762189905902
NNS ,0.04268605645851155
JJ NN NN ,0.029170230966638153
JJ ,0.028314798973481606
NN VBG ,0.02737382378100941
VBG ,0.01762189905902481
JJ NN NNS ,0.015483319076133447
NN NN NN ,0.015055603079555176
JJ VBG ,0.014970059880239521
JJ JJ NN ,0.009324208725406331
NN NN NNS ,0.00795551753635586
JJ JJ NNS ,0.007698887938408896
NNS NN ,0.007271171941830625
JJ JJ ,0.006757912745936698
VBG NNS ,0.006244653550042772
VBG NN ,0.004875962360992301
VB NN ,0.004790419161676647
VBN NN ,0.004191616766467066
NN IN NN ,0.003849443969204448
NN JJ ,0.003592814371257485
NN JJ NN ,0.003592814371257485
VBN NNS ,0.003336184773310522
JJ NN VBG ,0.0029084687767322497
NN JJ NNS ,0.002737382378100941
VBD NN ,0.0023952095808383233
NN VBZ ,0.00213857998289136
JJ NNS NN ,0.002053036783575706
NNS NNS ,0.002053036783575706
NN NN VBG ,0.001967493584260051
JJ VBZ ,0.0017964071856287425
JJ NN NN NN ,0.0017964071856287425
NNS NN NN ,0.0015397775876817793
NN NNS NN ,0.0014542343883661248
NN IN NNS ,0.0014542343883661248
JJ JJ NN NN ,0.0013686911890504706
VB NNS ,0.0012831479897348161
VBG NN NN ,0.0012831479897348161
RB JJ NNS ,0.0011976047904191617
VBD NNS ,0.0011976047904191617
JJ NNS NNS ,0.0011120615911035072
VBZ ,0.0011120615911035072
NN VBG NN ,0.0011120615911035072
JJ JJ NN NNS ,0.0011120615911035072
JJ VBG NN ,0.001026518391787853
VBN NN NNS ,0.0009409751924721985
VB ,0.0009409751924721985
VBN NN NN ,0.000855431993156544
JJR NN ,0.000855431993156544
VBN ,0.000855431993156544
NN JJ VBG ,0.000855431993156544
JJ NN JJ ,0.0007698887938408897
VBP NN ,0.0007698887938408897
JJR NNS ,0.0007698887938408897
JJ NN NN NNS ,0.0007698887938408897
NNS IN NNS ,0.0007698887938408897
NN NN CC NN ,0.0007698887938408897
JJ JJ JJ ,0.0007698887938408897
NN VBP ,0.0007698887938408897
VBD NN NNS ,0.0007698887938408897
NN IN JJ NNS ,0.0007698887938408897
RB JJ NN ,0.0006843455945252353
NN VB ,0.0006843455945252353
JJ NN IN NN ,0.0006843455945252353
NN VBN NNS ,0.0005988023952095808
NNS VBG ,0.0005988023952095808
VB VBG ,0.0005988023952095808
VBD VBG ,0.0005988023952095808
NN IN NN NNS ,0.0005988023952095808
NN NN NN NN ,0.0005988023952095808
CD NN ,0.0005988023952095808
JJ VB ,0.0005988023952095808
IN NN ,0.0005988023952095808
NN VBN NN ,0.0005132591958939265
NN IN ,0.0005132591958939265
JJ VBN NN ,0.0005132591958939265
VBG IN NN ,0.0005132591958939265
JJS NNS ,0.0005132591958939265
VBN JJ NN ,0.0005132591958939265
JJ NN JJ NNS ,0.0005132591958939265
NN CC NN ,0.0005132591958939265
JJ NN VBZ ,0.0005132591958939265
VBG NN NNS ,0.0005132591958939265
VBG JJ NNS ,0.000427715996578272
JJ JJ VBG ,0.000427715996578272
VBN JJ NNS ,0.000427715996578272
JJ VBG NNS ,0.000427715996578272
