Pattern,Count
NN ,0.30877680698967436
NNS ,0.15428911834789516
JJ ,0.12013502779984114
NN NN ,0.09233518665607625
NN NNS ,0.05500397140587768
JJ NN ,0.03872120730738682
JJ NNS ,0.03514694201747419
JJ NN NNS ,0.0204527402700556
NN NN NN ,0.020254169976171566
NN JJ ,0.013701350277998412
JJ NN NN ,0.007744241461477363
VB ,0.007347100873709293
VBN ,0.006155679110405083
VBG ,0.005559968228752979
NN VBG ,0.005361397934868944
NN CC NN ,0.004964257347100874
NN NN JJ ,0.004765687053216839
VBZ ,0.004765687053216839
NN JJ NN ,0.004567116759332804
NN NN NNS ,0.004368546465448769
VBG NNS ,0.003574265289912629
JJ JJ NN ,0.003177124702144559
NN IN NN ,0.003177124702144559
JJ JJ ,0.0029785544082605244
NNS NN ,0.002581413820492454
RB ,0.002581413820492454
CC ,0.002581413820492454
VBD ,0.0023828435266084196
NN VBZ ,0.0021842732327243845
VB NN ,0.0021842732327243845
IN NN ,0.0019857029388403494
IN NNS ,0.0019857029388403494
VBP ,0.0019857029388403494
NN IN NNS ,0.0017871326449563146
JJ JJ NNS ,0.0017871326449563146
NNS JJ ,0.0013899920571882446
JJ VBZ ,0.0013899920571882446
IN JJ ,0.0013899920571882446
IN ,0.0011914217633042098
IN JJ NN ,0.0011914217633042098
NN VB ,0.0011914217633042098
VBN NN ,0.0009928514694201747
NN JJ JJ ,0.0009928514694201747
NN NNS NN ,0.0009928514694201747
JJ NN CD ,0.0009928514694201747
NN CC ,0.0009928514694201747
VBP NN ,0.0009928514694201747
VBN NNS ,0.0007942811755361397
JJ NN VB ,0.0007942811755361397
CD ,0.0005957108816521049
JJ VBG ,0.0005957108816521049
NNS VBP ,0.0005957108816521049
JJ NN NN NN ,0.0005957108816521049
NN IN ,0.0005957108816521049
DT ,0.0005957108816521049
JJ JJ NN NNS ,0.0005957108816521049
NN VBP NN ,0.0005957108816521049
NN NN VBP ,0.0005957108816521049
TO NNS ,0.0003971405877680699
CC NN ,0.0003971405877680699
NN DT ,0.0003971405877680699
NNS NNS ,0.0003971405877680699
NN CD ,0.0003971405877680699
VBD NN ,0.0003971405877680699
NN VBD ,0.0003971405877680699
JJ JJ JJ ,0.0003971405877680699
NN IN NN NN ,0.0003971405877680699
VBG VBZ ,0.0003971405877680699
VBG NN ,0.0003971405877680699
JJ VBN NNS ,0.0003971405877680699
VBD NN NNS ,0.0003971405877680699
VBZ NNS ,0.0003971405877680699
JJ NN NN NNS ,0.0003971405877680699
NN VBP ,0.0003971405877680699
VB JJ ,0.0003971405877680699
NN NNS CC NNS ,0.0003971405877680699
NNS VBG ,0.0003971405877680699
NN NN NN NN ,0.0003971405877680699
NNP ,0.0003971405877680699
JJ VBG NNS ,0.0003971405877680699
JJ NN IN NNS ,0.0003971405877680699
JJ NN VBP ,0.0003971405877680699
NN NN VBG ,0.0003971405877680699
JJ TO NN ,0.0003971405877680699
JJ RB ,0.0003971405877680699
CC IN ,0.0003971405877680699
NN VBG NN ,0.0003971405877680699
JJ NN VBZ ,0.0003971405877680699
NN VBD NN ,0.0003971405877680699
NNS IN JJ VBG ,0.0003971405877680699
NN NN CD ,0.0003971405877680699
NN NN NN NNS ,0.0003971405877680699
JJ JJ NN NN ,0.0003971405877680699
JJ NN NN CD ,0.0003971405877680699
NN NN CC ,0.00019857029388403494
NNS CC JJ ,0.00019857029388403494
JJS NN ,0.00019857029388403494
JJ IN ,0.00019857029388403494
JJ CC NN ,0.00019857029388403494
VBN JJ NNS ,0.00019857029388403494
VBN DT ,0.00019857029388403494
JJ NN VBG ,0.00019857029388403494
RP ,0.00019857029388403494
JJ VB ,0.00019857029388403494
FW ,0.00019857029388403494
JJ NNS NN ,0.00019857029388403494
$ ,0.00019857029388403494
RB JJ ,0.00019857029388403494
NN NN IN ,0.00019857029388403494
NNS CC ,0.00019857029388403494
VBN NN VBZ ,0.00019857029388403494
JJR ,0.00019857029388403494
NN JJ NNS ,0.00019857029388403494
JJ VBN ,0.00019857029388403494
VBP NN NN ,0.00019857029388403494
JJ JJ JJ NN ,0.00019857029388403494
NNS NN NNS ,0.00019857029388403494
NNS CC NN NN ,0.00019857029388403494
JJ NN IN ,0.00019857029388403494
JJ NN NNP ,0.00019857029388403494
NN NN CD VBP ,0.00019857029388403494
VBP JJ ,0.00019857029388403494
VBN NN NNS ,0.00019857029388403494
RB NN NN NN ,0.00019857029388403494
NNP NNS ,0.00019857029388403494
NN NN NN NN NN ,0.00019857029388403494
NNS VBP NN ,0.00019857029388403494
NNS VBN NNS ,0.00019857029388403494
VBG NN NN ,0.00019857029388403494
VBZ NN NN NN ,0.00019857029388403494
VBD NNS ,0.00019857029388403494
NN VBN NNS ,0.00019857029388403494
VB NNS ,0.00019857029388403494
VBD NN CD ,0.00019857029388403494
JJ NN IN NN NN ,0.00019857029388403494
NNS DT ,0.00019857029388403494
IN NN NN ,0.00019857029388403494
RB VBN ,0.00019857029388403494
VBZ NN ,0.00019857029388403494
JJ NN JJ NNS ,0.00019857029388403494
NN VBD VB ,0.00019857029388403494
CD CC ,0.00019857029388403494
PRP$ ,0.00019857029388403494
NNS IN ,0.00019857029388403494
CC JJ NN ,0.00019857029388403494
VBD JJ NN ,0.00019857029388403494
VBD VBN NNS ,0.00019857029388403494
VBP JJ NN ,0.00019857029388403494
CC RB ,0.00019857029388403494
JJ NNS JJ ,0.00019857029388403494
NN CC NNS ,0.00019857029388403494
JJ JJ NN NN DT ,0.00019857029388403494
VB NN NN ,0.00019857029388403494
NN DT NN ,0.00019857029388403494
JJ JJ VBP ,0.00019857029388403494
NN NNS NN NN ,0.00019857029388403494
NN RB ,0.00019857029388403494
NN VB JJ ,0.00019857029388403494
VBZ JJ NNS ,0.00019857029388403494
VBZ JJ NN ,0.00019857029388403494
NN JJ NN NN ,0.00019857029388403494
JJ NNS NNS ,0.00019857029388403494
NNS VB CD ,0.00019857029388403494
