Pattern,Count
NN ,0.279290690310323
NN NN ,0.13489550348321722
JJ ,0.09246358454718176
JJ NN ,0.09056364787840405
NNS ,0.05889803673210893
JJ NNS ,0.0512982900569981
VBG ,0.048131728942368585
NN NNS ,0.03546548448385054
JJ NN NN ,0.022165927802406588
NN VBG ,0.015199493350221659
JJ VBG ,0.013932868904369854
NNS NN ,0.011399620012666244
CC ,0.009499683343888538
NN NN NN ,0.007599746675110829
JJ JJ NNS ,0.006966434452184927
NN CC ,0.006333122229259025
VBZ ,0.005699810006333122
JJ NN NNS ,0.005699810006333122
NNS NNS ,0.005699810006333122
NN NN NNS ,0.00506649778340722
JJ JJ NN ,0.004433185560481318
IN ,0.004433185560481318
NNS VBG ,0.0037998733375554147
VBN NN ,0.0037998733375554147
JJ JJ ,0.0031665611146295125
NNS VBZ ,0.00253324889170361
JJ NNS NN ,0.00253324889170361
VBD NN ,0.00253324889170361
NNS NN NN ,0.0018999366687777073
JJR NN ,0.0018999366687777073
VBD ,0.0018999366687777073
VBP NN ,0.0018999366687777073
NN VBZ ,0.0018999366687777073
VBG NNS ,0.0018999366687777073
VBN ,0.0018999366687777073
JJ NN VBG ,0.001266624445851805
CC NN ,0.001266624445851805
VBP ,0.001266624445851805
NNS JJ NN ,0.001266624445851805
VB ,0.001266624445851805
NN IN NNS ,0.001266624445851805
JJ NNS VBG ,0.001266624445851805
NN JJ ,0.001266624445851805
JJ JJ VBG ,0.001266624445851805
VB NNS ,0.001266624445851805
NN JJ NN ,0.001266624445851805
NN NN VBG ,0.001266624445851805
NN NNS NN ,0.001266624445851805
JJS NN ,0.001266624445851805
VB NN ,0.001266624445851805
IN DT NN ,0.0006333122229259025
VBP NN NN ,0.0006333122229259025
NNS IN NN ,0.0006333122229259025
RB NNS ,0.0006333122229259025
NN CC JJ NNS ,0.0006333122229259025
NN TO ,0.0006333122229259025
JJ CC NNS ,0.0006333122229259025
JJ NN NN NN ,0.0006333122229259025
JJS ,0.0006333122229259025
VB VBG ,0.0006333122229259025
CC JJ NNS NN ,0.0006333122229259025
NN VBN JJ ,0.0006333122229259025
NN NN CC NN ,0.0006333122229259025
TO ,0.0006333122229259025
VBN JJ NN ,0.0006333122229259025
NN VBD NNS ,0.0006333122229259025
NN CC VBG ,0.0006333122229259025
VBG VBG ,0.0006333122229259025
VBN NNS ,0.0006333122229259025
JJ VBN NNS ,0.0006333122229259025
NN VBP ,0.0006333122229259025
VBN NN VBG ,0.0006333122229259025
NNP NN ,0.0006333122229259025
NN VBN NN ,0.0006333122229259025
VBD NNS ,0.0006333122229259025
NNS JJ ,0.0006333122229259025
NNS VBP ,0.0006333122229259025
NN IN NN NNS ,0.0006333122229259025
IN NNS ,0.0006333122229259025
VBN VBG NNS ,0.0006333122229259025
CC NNS ,0.0006333122229259025
JJ JJ NN VBP ,0.0006333122229259025
NN VBD NN ,0.0006333122229259025
RB VBN JJ VBG ,0.0006333122229259025
JJ VBD NNS ,0.0006333122229259025
NN JJ NNS ,0.0006333122229259025
JJ NNS NNS ,0.0006333122229259025
JJR NNS ,0.0006333122229259025
VB JJ NN ,0.0006333122229259025
JJ CC ,0.0006333122229259025
VBG TO ,0.0006333122229259025
NNS VBN ,0.0006333122229259025
NN CC NN ,0.0006333122229259025
NN IN CC ,0.0006333122229259025
NN VBG NNS ,0.0006333122229259025
NN NN CC ,0.0006333122229259025
JJ JJS NNS VBP ,0.0006333122229259025
JJS NNS ,0.0006333122229259025
NNS IN VBN JJ ,0.0006333122229259025
JJ JJ NN VBZ ,0.0006333122229259025
JJ VBD JJ TO NN ,0.0006333122229259025
VB NN NN ,0.0006333122229259025
NNS CC ,0.0006333122229259025
NN VBP NN ,0.0006333122229259025
