Pattern,Count
NN ,0.14565677966101695
JJ NN ,0.09004237288135593
NN NN ,0.08726165254237288
NNS ,0.07229872881355932
JJ NNS ,0.059454449152542374
NN NNS ,0.0446239406779661
JJ NN NN ,0.033103813559322036
JJ NN NNS ,0.02198093220338983
JJ ,0.0211864406779661
NN NN NN ,0.01615466101694915
JJ JJ NN ,0.012182203389830509
NN NN NNS ,0.008209745762711865
JJ JJ NNS ,0.0078125
VBG ,0.0066207627118644065
JJ NN NN NN ,0.004502118644067797
VBG NNS ,0.00423728813559322
VBG NN ,0.003840042372881356
NN IN JJ NNS ,0.003707627118644068
VBN ,0.003707627118644068
NN IN NN ,0.0034427966101694915
NN JJ NN ,0.0033103813559322032
NN IN DT NN ,0.0031779661016949155
VB ,0.0031779661016949155
NN IN NNS ,0.0031779661016949155
NN JJ NNS ,0.0030455508474576272
JJ JJ ,0.002913135593220339
VB NN ,0.0026483050847457626
NN JJ ,0.0023834745762711866
NN VBG ,0.0022510593220338984
NN IN NN NN ,0.0022510593220338984
VBZ ,0.00211864406779661
VBN NN ,0.00211864406779661
VB NNS ,0.00211864406779661
JJ JJ NN NN ,0.00211864406779661
NN IN NN NNS ,0.00211864406779661
JJ NN NN NNS ,0.001986228813559322
NN NN NN NN ,0.001986228813559322
NN VBZ ,0.001986228813559322
NN CC NN NNS ,0.001986228813559322
VBG NN NNS ,0.001853813559322034
VBG JJ NNS ,0.001853813559322034
VBG NN NN ,0.001853813559322034
NN IN JJ NN ,0.001853813559322034
DT NN ,0.0017213983050847457
NN VBG NN ,0.0017213983050847457
JJ NN IN NN ,0.0017213983050847457
CC ,0.0017213983050847457
JJ CC JJ NNS ,0.0017213983050847457
NNS NN ,0.0017213983050847457
NN IN DT JJ NN ,0.0015889830508474577
VB NN NN ,0.0015889830508474577
VBG DT JJ NN ,0.0015889830508474577
VB DT NN NN ,0.0015889830508474577
VB DT NN ,0.0014565677966101695
JJ JJ NN NNS ,0.0014565677966101695
NN IN JJ NN NNS ,0.0014565677966101695
VB DT JJ NN ,0.0014565677966101695
NN IN JJ JJ NNS ,0.0013241525423728813
NNP ,0.0013241525423728813
CC NNS ,0.0013241525423728813
JJ NN IN NNS ,0.0011917372881355933
NN IN DT NN NN ,0.0011917372881355933
VB JJ NNS ,0.0011917372881355933
JJ VBG ,0.0011917372881355933
NNS IN NN ,0.0011917372881355933
JJ NN IN JJ NNS ,0.001059322033898305
RB JJ NNS ,0.001059322033898305
JJ NN VBZ ,0.001059322033898305
NN IN ,0.001059322033898305
VBN NNS ,0.001059322033898305
VBG JJ NN ,0.001059322033898305
JJ NN IN ,0.000926906779661017
JJ NN VBG ,0.000926906779661017
NN CC NN NN ,0.000926906779661017
CD NNS ,0.000926906779661017
VBD ,0.000926906779661017
NN VBG NNS ,0.000926906779661017
JJ VBZ ,0.000926906779661017
VBP ,0.000926906779661017
NN NN JJ NN ,0.000926906779661017
NNS IN DT NN ,0.000926906779661017
VB NN NNS ,0.000926906779661017
DT NN NN ,0.000926906779661017
DT JJ NN ,0.000926906779661017
JJ NNS NN ,0.0007944915254237289
VBN JJ NN ,0.0007944915254237289
VBP NNS ,0.0007944915254237289
RB VBN NNS ,0.0007944915254237289
NN IN JJ ,0.0007944915254237289
VBD NN ,0.0007944915254237289
JJ NN JJ ,0.0007944915254237289
CD ,0.0007944915254237289
JJ NN IN DT NN ,0.0007944915254237289
NN IN DT JJ NNS ,0.0007944915254237289
JJ JJ JJ NNS ,0.0007944915254237289
JJ NN JJ NN ,0.0007944915254237289
VB DT NNS ,0.0007944915254237289
DT JJ NN NN ,0.0007944915254237289
NN NN CC NN ,0.0007944915254237289
VB JJ NN ,0.0007944915254237289
NNS NNS ,0.0007944915254237289
NN VBD NN ,0.0006620762711864406
VBN NN NNS ,0.0006620762711864406
RB VBN ,0.0006620762711864406
NNS IN JJ NNS ,0.0006620762711864406
VBG JJ NN NNS ,0.0006620762711864406
NN IN DT NN NNS ,0.0006620762711864406
RB JJ NN ,0.0006620762711864406
NN NN VBZ ,0.0006620762711864406
IN ,0.0006620762711864406
CC JJ NNS ,0.0006620762711864406
NN JJ NN NN ,0.0006620762711864406
NNS IN ,0.0006620762711864406
VB DT JJ NN NN ,0.0006620762711864406
