Pattern,Count
NN ,0.41914191419141916
NN NN ,0.18646864686468648
JJ NN ,0.11056105610561057
JJ ,0.066006600660066
VBG ,0.028052805280528052
JJ NN NN ,0.028052805280528052
JJ VBG ,0.018151815181518153
NN NNS ,0.018151815181518153
NNS ,0.01485148514851485
NN VBG ,0.013201320132013201
NN NN NN ,0.009900990099009901
NNS NN ,0.009900990099009901
VBG NN ,0.00825082508250825
JJ VBG NN ,0.0049504950495049506
JJ NNS ,0.0049504950495049506
JJ JJ ,0.0049504950495049506
NN VBN ,0.0033003300330033004
VBN NN ,0.0033003300330033004
JJ JJ NN ,0.0033003300330033004
IN ,0.0033003300330033004
VBZ ,0.0016501650165016502
NN VBZ ,0.0016501650165016502
NN NN VBP ,0.0016501650165016502
NN VBG NN ,0.0016501650165016502
VBG NN NN ,0.0016501650165016502
NN VB ,0.0016501650165016502
JJ VBZ ,0.0016501650165016502
VBN VBN NN ,0.0016501650165016502
NN IN NN NN ,0.0016501650165016502
VBG NNS CC NNS ,0.0016501650165016502
NNS IN NN ,0.0016501650165016502
NN IN VBG ,0.0016501650165016502
NN IN NN ,0.0016501650165016502
VBN ,0.0016501650165016502
VB ,0.0016501650165016502
NN NN NNS ,0.0016501650165016502
NN VBN JJ NN ,0.0016501650165016502
JJ IN ,0.0016501650165016502
NN IN NNS ,0.0016501650165016502
NN VBN NN ,0.0016501650165016502
NN IN JJ NN ,0.0016501650165016502
CC ,0.0016501650165016502
JJ NN VB ,0.0016501650165016502
VBG IN ,0.0016501650165016502
NN IN JJ ,0.0016501650165016502
